"node1","node2"
"A19991-0","A43680-0"
"A19991-0","A50240-0"
"A20099-0","A22934-0"
"A20099-0","A27461-4"
"A20099-0","A49676-36"
"A20099-0","A52251-46"
"A20164-0","A20653-14"
"A20164-0","A28273-0-0"
"A20164-0","A32249-1"
"A20164-0","A39171"
"A20164-0","A49428-0"
"A20164-0","A49681-6"
"A20208-0","A28821-0"
"A20208-0","A32399-0"
"A20208-0","A49557-0"
"A20208-0","A44671-0"
"A20216-0","A2538-0"
"A20216-0","A27452-0-0"
"A20216-0","A38761-1"
"A20216-0","A47237-0"
"A20281-1","A33558-0"
"A20281-1","A49682-42"
"A20281-1","A50948-3"
"A20281-1","A7232-0"
"A20281-1","A8020-39"
"A20290-0","A28125-0"
"A20290-0","A32014-0"
"A20290-0","A47571-0"
"A20290-0","A49678-0-1"
"A20290-0","A7232-0"
"A20290-0","A7798-0"
"A20387-0","A20655-0-0"
"A20387-0","A28270-0-2"
"A20387-0","A28887-1"
"A20596-0","A27446-2"
"A20596-0","A35449-0"
"A20596-0","A37334-0"
"A20596-0","A52311-1"
"A20596-0","A52593-0"
"A20618-0","A32517"
"A20618-0","A52274-Unknow0"
"A20618-0","A8020-Unknow3"
"A20618-0","A8043-10"
"A20624-3","A35144-8"
"A20624-3","A46639-8"
"A20624-3","A49686-86"
"A20624-3","A52241-5"
"A20648-0-0","A28763"
"A20648-0-0","A49678-0-1"
"A20648-0-0","A49682-0-2"
"A20648-0-0","A6289"
"A20648-1","A37707-0-2"
"A20648-1","A49676-0-3"
"A20648-1","A49677-0-0"
"A20648-1","A51154-0"
"A20648-1","A51296-0"
"A20648-1","A8228-2"
"A20653-14","A28273-0-0"
"A20653-14","A32249-1"
"A20653-14","A39171"
"A20653-14","A49428-0"
"A20653-14","A49681-6"
"A20655-0-0","A27014-4"
"A20655-0-0","A27034-2"
"A20655-0-0","A27224-3"
"A20655-0-0","A28270-0-2"
"A20655-0-0","A28270-1"
"A20655-0-0","A45266-0"
"A20655-0-0","A51607-0"
"A20655-0-0","A51801-22"
"A20655-0-0","A52237-0-1"
"A20655-0-0","A52237-7"
"A20655-1-1","A27049-3"
"A20655-1-1","A27296-1"
"A20655-1-1","A33558-0"
"A20655-1-1","A8020-39"
"A20655-2","A27014-4"
"A20655-2","A27034-2"
"A20655-2","A2800-2"
"A20655-2","A28270-1"
"A20655-2","A28671-2"
"A20655-2","A29518-0"
"A20655-2","A42727-1"
"A20655-2","A52348-1"
"A20655-2","A6372-0"
"A20655-2","A7232-0"
"A20655-2","A8030-1-6"
"A20655-Unknow1","A20667-24"
"A20655-Unknow1","A28270-0-2"
"A20655-Unknow1","A52249-0"
"A20655-Unknow1","A52251-0"
"A20657-0-3","A25346-0"
"A20657-0-3","A46768-0"
"A20657-0-3","A52567-Unknow0"
"A20663-3","A25208-0"
"A20663-3","A27027-0-4"
"A20663-3","A27464-1"
"A20663-3","A30282-0"
"A20663-3","A31101-2"
"A20663-3","A42659"
"A20663-3","A45223-0"
"A20663-3","A45267-0"
"A20663-3","A50962-2"
"A20663-3","A52216"
"A20663-3","A52345-0-3"
"A20663-3","A52554-0"
"A20663-3","A8016-17"
"A20663-3","A8468-0"
"A20663-3","A9549-2"
"A20666-3","A27017-11"
"A20666-3","A33553-0"
"A20666-3","A42739-0"
"A20666-3","A42871-1"
"A20666-3","A49677-0-0"
"A20666-3","A6733-0"
"A20666-3","A50943-8-2"
"A20666-3","A8020-0-9"
"A20666-4","A26507-55"
"A20666-4","A26978-0"
"A20666-4","A42727-1"
"A20666-4","A47311-0"
"A20667-24","A28270-0-2"
"A20667-24","A52249-0"
"A20667-24","A52251-0"
"A20701-0","A23883-0"
"A20701-0","A24621-0"
"A20701-0","A25811"
"A20701-0","A32399-0"
"A20828-0","A49687-120"
"A20828-0","A50943-13"
"A20828-0","A52060-0"
"A20828-0","A52060-1"
"A20828-0","A52366-1"
"A20828-0","A52589"
"A20855-0","A27460-33"
"A20855-0","A34125-0"
"A20855-0","A47382-0"
"A2102","A22227-1"
"A2102","A27050-2"
"A2102","A28274-0-3"
"A2102","A28919-1"
"A2102","A35756-1"
"A2102","A44402"
"A2102","A7232-0"
"A2102","A7892-0"
"A2102","A49683-14"
"A2104","A25790-0"
"A2104","A29681"
"A2104","A35449-0"
"A2104","A40809-0"
"A21046-0","A22062-0"
"A21046-0","A22211-0"
"A21046-0","A23334-1"
"A21046-0","A23883-0"
"A21046-0","A23885-0-35"
"A21046-0","A27027-118"
"A21046-0","A27045-0"
"A21046-0","A27110-0"
"A21046-0","A27226-28"
"A21046-0","A27237-0"
"A21046-0","A27380-0"
"A21046-0","A27464-1"
"A21046-0","A28261-6"
"A21046-0","A28666-0"
"A21046-0","A36252-0"
"A21046-0","A39926"
"A21046-0","A40236-0"
"A21046-0","A41628"
"A21046-0","A42467-1"
"A21046-0","A42826-1"
"A21046-0","A42826-Unknow0"
"A21046-0","A43430-0"
"A21046-0","A45066-0"
"A21046-0","A45267-0"
"A21046-0","A51379-Unknow0"
"A21046-0","A51589-0"
"A21046-0","A52163-1"
"A21046-0","A52241-5"
"A21046-0","A52370-0-2"
"A21046-0","A52656"
"A21046-0","A606"
"A21046-0","A8009-8"
"A21046-0","A43166-0"
"A21046-0","A52657"
"A21046-0","A43430-1"
"A21046-0","A8020-Unknow1"
"A21046-0","A8013-8"
"A21046-1","A27027-Unknow6"
"A21046-1","A27237-Unknow2"
"A21046-1","A42723-Unknow0"
"A21046-1","A52370-0-2"
"A21141-0","A27271-1"
"A21141-0","A40057-0"
"A21141-0","A43367-2"
"A21141-0","A44017-0"
"A2122","A22414-1"
"A2122","A27426-0"
"A2122","A28764-0"
"A2122","A32968-1"
"A21231-0","A32253-0"
"A21231-0","A32351-0"
"A21231-0","A35449-0"
"A21231-0","A39782-0"
"A21257-0","A25970"
"A21257-0","A35532-0"
"A21257-0","A4397-1"
"A21257-0","A5576"
"A21271-0","A25103"
"A21271-0","A38729"
"A21271-0","A52249-Unknow0"
"A21298","A2962-0"
"A21298","A46525-0"
"A21298","A50156-0"
"A21298","A8019-53"
"A21341-0","A24411-1"
"A21341-0","A26217-1"
"A21341-0","A31218"
"A21343","A30226"
"A21343","A38645-0"
"A21343","A50230"
"A21437","A49570-2"
"A21437","A6629-0"
"A2175-0","A39001-0"
"A2175-0","A44671-0"
"A2178-0","A32246-0"
"A2178-0","A42051-0"
"A2178-0","A49674-0-3"
"A2178-0","A52639-1"
"A21902-0","A27014-4"
"A21902-0","A27922-0"
"A21902-0","A28270-0-2"
"A21902-0","A43982-0"
"A21902-0","A6744-1"
"A22025-0","A2800-2"
"A22025-0","A32014-0"
"A22025-0","A33475-0"
"A22025-0","A45795-0"
"A22025-1","A26499-8-0"
"A22025-1","A27055-0"
"A22025-1","A31370-0"
"A22025-1","A32253-0"
"A22025-1","A51168-1"
"A22025-1","A51820-0-0"
"A22025-1","A51828-1"
"A22025-3","A24693-0"
"A22025-3","A26499-8-0"
"A22025-3","A32253-0"
"A22025-3","A45119-0"
"A22025-3","A46380-0"
"A22025-3","A46195-2"
"A22056-1","A52345-0-0"
"A22056-1","A592-0"
"A22056-1","A6737-1"
"A22056-3","A27009-Unknow4"
"A22056-3","A35671-0"
"A22056-3","A51340-2"
"A22056-3","A52271-0-0"
"A22062-0","A23334-1"
"A22062-0","A28261-6"
"A22062-0","A52163-1"
"A22107-0","A27879-0"
"A22107-0","A6744-1"
"A22108-3","A51131-1"
"A22108-3","A51157-2"
"A22108-3","A52373-0-1"
"A22120-0-0","A27220-0-0"
"A22120-0-0","A49935-0"
"A22120-0-0","A51607-0"
"A22120-0-0","A8007-0-1"
"A22121-0","A27023-43"
"A22121-0","A47354-0"
"A22121-0","A51184-2"
"A22121-0","A8006-6"
"A22180-0","A43662-0"
"A22180-0","A46240-0"
"A22180-0","A52031-0"
"A22211-0","A47394-0"
"A22211-0","A43166-0"
"A22211-1","A27017-14"
"A22211-1","A27220-0-0"
"A22211-1","A52163-1"
"A22211-1","A38942"
"A22211-5","A27655-0"
"A22211-5","A31916"
"A22211-5","A52286-2-0"
"A22211-5","A8518-2"
"A22217-10","A23889-9"
"A22217-10","A45258-1-1"
"A22227-1","A28919-1"
"A22227-1","A35756-1"
"A22227-1","A49683-14"
"A22238-0","A35671-0"
"A22238-0","A46646-0"
"A22308-1","A33378"
"A22308-1","A43703-17"
"A22308-1","A44548-0"
"A22366-0","A28258-6"
"A22366-0","A49688-25"
"A22366-0","A50943-13"
"A22412","A26602"
"A22412","A30018-0"
"A22412","A32046-1"
"A22412","A4458"
"A22414-1","A27426-0"
"A22414-1","A28764-0"
"A22414-1","A32968-1"
"A22573-0","A37978-0"
"A22573-0","A41760-1"
"A22573-0","A8621-2"
"A22639","A27028-23"
"A22639","A30084-0"
"A22639","A6830"
"A22639","A8623-0"
"A22639","A9410"
"A22667-0","A33061-0"
"A22667-0","A33751-0"
"A22667-0","A4469-0"
"A22702-0","A24573-4"
"A22702-0","A32824-0"
"A22702-0","A41083-0"
"A22796","A2800-2"
"A22796","A38293-1"
"A22796","A4420-0"
"A22882-1","A2593"
"A22882-1","A27341"
"A22882-1","A27653"
"A22882-1","A34416-0"
"A22909-0","A30572"
"A22909-0","A31073"
"A22909-0","A43043-1"
"A22909-0","A46131-1"
"A22934-0","A27461-4"
"A22934-0","A49676-36"
"A22934-0","A52251-46"
"A22992-0","A40158-0"
"A22992-0","A47040"
"A22992-0","A7232-0"
"A22992-0","A9399-0"
"A23033-0","A26507-13"
"A23033-0","A32302-0"
"A23033-0","A39916"
"A23033-0","A43712-1"
"A23033-0","A52246-7"
"A2304-0","A25220"
"A2304-0","A32513-0"
"A2304-0","A41885-0"
"A2304-0","A49338-0"
"A2304-0","A50832-5"
"A2304-0","A50832-6"
"A23091-3","A23875-0-2"
"A23091-3","A38722-0"
"A23091-3","A49680-13"
"A23091-3","A9371-1"
"A2310-0","A31652-0"
"A2310-0","A37951-0"
"A2310-0","A38362-0"
"A2310-0","A52371-0-1"
"A23147-0","A23468-2"
"A23147-0","A41997-0"
"A23147-0","A43715-9"
"A23147-0","A52351-2"
"A23182-0","A35449-0"
"A23182-0","A52481"
"A23182-0","A5822-1"
"A23225-0","A25108-0"
"A23225-0","A34498-0"
"A23225-0","A38236-0"
"A23225-0","A5874-0"
"A23225-0","A7232-0"
"A23225-0","A8598-0"
"A23334-1","A28261-6"
"A23334-1","A52163-1"
"A23421-0","A25208-0"
"A23421-0","A35135-7"
"A23421-0","A44736-0"
"A23421-0","A46559-0"
"A23421-0","A8511-1"
"A23468-2","A41997-0"
"A23468-2","A43715-9"
"A23468-2","A52351-2"
"A23496-0","A27121-0"
"A23496-0","A32399-0"
"A23496-0","A50687-1"
"A23496-0","A5690"
"A23520-2","A24806-0"
"A23520-2","A27219-10"
"A23520-2","A3515-0"
"A23520-2","A35694-0"
"A23520-2","A40370-0"
"A23520-2","A4122-0"
"A23520-2","A47461-1"
"A23520-2","A6715-0"
"A23543-1","A29013-0"
"A23543-1","A29702"
"A23543-1","A50156-0"
"A23543-1","A6726"
"A23601","A41765-0"
"A23601","A50814-1"
"A23601","A5930-0"
"A23690","A26298"
"A23690","A277"
"A23690","A28821-0"
"A23690","A7232-0"
"A23872-1","A28666-0"
"A23872-1","A46350-1"
"A23872-1","A7644-1"
"A23872-6","A49687-11"
"A23872-6","A51813-0-0"
"A23872-6","A52345-1"
"A23872-6","A6744-1"
"A23875-0-2","A38722-0"
"A23875-0-2","A49680-13"
"A23875-0-2","A9371-1"
"A23883-0","A24621-0"
"A23883-0","A32399-0"
"A23883-0","A38985-0"
"A23883-0","A52370-0-2"
"A23885-0-35","A27226-28"
"A23885-0-35","A42467-1"
"A23885-0-35","A43355-0"
"A23885-0-35","A51379-Unknow0"
"A23885-0-35","A52256-14"
"A23885-0-35","A8009-8"
"A23885-0-35","A8021-0-0"
"A23885-0-35","A825-0"
"A23889-9","A45258-1-1"
"A2408-1","A25704-1"
"A2408-1","A29388-0"
"A2408-1","A49673-6-1"
"A2408-1","A49687-36"
"A2408-1","A6395-0"
"A24112-0","A24122-0"
"A24112-0","A27239-0"
"A24112-0","A49218"
"A24112-0","A49491-0"
"A24112-0","A52241-0"
"A24122-0","A27239-0"
"A24122-0","A49218"
"A24122-0","A49491-0"
"A24122-0","A52241-0"
"A24157-0","A4702"
"A24157-0","A49268-0"
"A24253-1","A39800-1"
"A24253-1","A41242"
"A24253-1","A46646-0"
"A24253-1","A52371-0-0"
"A2440","A35830-1"
"A2440","A3967"
"A2440","A41403"
"A2440","A6650"
"A2440","A7892-0"
"A2440","A8006-9-1"
"A24411-1","A26217-1"
"A24411-1","A31218"
"A24565","A30102-0"
"A24565","A30661-0"
"A24565","A33393-0"
"A24565","A45860-4"
"A24573-4","A32824-0"
"A24573-4","A41083-0"
"A24621-0","A32399-0"
"A24621-0","A38985-0"
"A24693-0","A32253-0"
"A24693-0","A45119-0"
"A24693-0","A46195-2"
"A24757-1","A25640-0"
"A24757-1","A2942-0"
"A24757-1","A43982-0"
"A24757-1","A45267-10"
"A24757-1","A51813-0-0"
"A24757-1","A52163-1"
"A24757-1","A52286-3"
"A24757-1","A52345-0-0"
"A24757-1","A6998-1"
"A24806-0","A27219-10"
"A24806-0","A28328-0"
"A24806-0","A3515-0"
"A24806-0","A35694-0"
"A24806-0","A40370-0"
"A24806-0","A4122-0"
"A24806-0","A47461-1"
"A24806-0","A6715-0"
"A24819-0","A27452-0-0"
"A24819-0","A28242-1"
"A24819-0","A30102-0"
"A24819-0","A50814-0"
"A24819-0","A6131-0"
"A2488","A33643"
"A2488","A40950-0"
"A2488","A42051-0"
"A24934-0","A39733-0"
"A24934-0","A44798-0"
"A24934-0","A6629-0"
"A24970","A38675-0"
"A24970","A41367"
"A24970","A50385"
"A24999","A28270-1"
"A24999","A28274-0-1"
"A24999","A49687-0-1"
"A24999","A7232-0"
"A25084","A26300-0"
"A25084","A50459-0"
"A25084","A5688-0"
"A25103","A38729"
"A25103","A52249-Unknow0"
"A25108-0","A32399-0"
"A25108-0","A34498-0"
"A25108-0","A44207-1"
"A25108-0","A8598-0"
"A25148","A27452-49"
"A25148","A45086-20"
"A25208-0","A27027-0-4"
"A25208-0","A27464-1"
"A25208-0","A30282-0"
"A25208-0","A31101-2"
"A25208-0","A35135-7"
"A25208-0","A42659"
"A25208-0","A44736-0"
"A25208-0","A45223-0"
"A25208-0","A45267-0"
"A25208-0","A46559-0"
"A25208-0","A50962-2"
"A25208-0","A52216"
"A25208-0","A52345-0-3"
"A25208-0","A52554-0"
"A25208-0","A8016-17"
"A25208-0","A8468-0"
"A25208-0","A9549-2"
"A25208-0","A8511-1"
"A25220","A32513-0"
"A25220","A41885-0"
"A25220","A49338-0"
"A25220","A50832-5"
"A253-0","A31620-0"
"A253-0","A369-0"
"A253-0","A6699-1"
"A253-0","A6970"
"A25346-0","A46768-0"
"A25346-0","A52567-Unknow0"
"A2538-0","A38761-1"
"A2538-0","A47237-0"
"A25424-0","A3011-0"
"A25424-0","A31306-1"
"A25424-0","A41535-1"
"A25424-0","A43740"
"A25424-0","A8007-5"
"A25424-0","A8009-8"
"A25443","A28821-0"
"A25443","A30050"
"A25443","A40214-0"
"A25443","A44972"
"A25443","A4656-0"
"A25443","A7639-1"
"A25640-0","A43982-0"
"A25640-0","A44546-0"
"A25640-0","A47394-0"
"A25640-0","A51813-0-0"
"A25640-0","A52163-1"
"A25640-0","A52286-3"
"A25704-1","A29388-0"
"A25704-1","A49673-6-1"
"A25704-1","A49687-36"
"A25704-1","A6395-0"
"A25716","A49668-38"
"A25716","A51359-22"
"A25716","A592-0"
"A25723-2","A27450-18"
"A25723-2","A49763-0"
"A25723-2","A51813-0-0"
"A25790-0","A29681"
"A25790-0","A35449-0"
"A25790-0","A40809-0"
"A25811","A32399-0"
"A2593","A27341"
"A2593","A27653"
"A2593","A34416-0"
"A25969","A40233-2"
"A25969","A44854-0"
"A25970","A35532-0"
"A25970","A4397-1"
"A25970","A5576"
"A26134","A50191"
"A26134","A876"
"A26217-1","A31218"
"A26254-2","A39125-0"
"A26254-2","A40381-1"
"A26254-2","A47708-0"
"A26254-2","A50121-0"
"A26254-2","A52639-1"
"A26298","A277"
"A26298","A28821-0"
"A26298","A7232-0"
"A26300-0","A50459-0"
"A26300-0","A5688-0"
"A2631-1","A2800-2"
"A2631-1","A28683"
"A2631-1","A32014-0"
"A2631-1","A52245-Unknow4"
"A2631-1","A52370-Unknow1"
"A2631-1","A9745"
"A26441-0","A26935-0"
"A26441-0","A33901-1"
"A26441-0","A45085-1"
"A26452","A2809-0"
"A26452","A39125-0"
"A26452","A43400-11"
"A26452","A49763-0"
"A26499-1-0","A2752"
"A26499-1-0","A44936"
"A26499-8-0","A32253-0"
"A26499-8-0","A46380-0"
"A26507-13","A32302-0"
"A26507-13","A39916"
"A26507-13","A43712-1"
"A26507-13","A45267-0"
"A26507-13","A52554-0"
"A26507-13","A52246-7"
"A26507-55","A26978-0"
"A26507-55","A42727-1"
"A26507-55","A47311-0"
"A26513-1","A28887-0"
"A26513-1","A28887-1"
"A26513-1","A33448-1"
"A26513-1","A35409-0"
"A26560-1","A4303-0"
"A26560-1","A48293-0"
"A26560-1","A7232-0"
"A26602","A30018-0"
"A26602","A32046-1"
"A26602","A4458"
"A26622-2","A3378-0"
"A26622-2","A588-0"
"A26622-2","A9266"
"A26710-0","A27017-1-2"
"A26710-0","A45894-0"
"A26710-0","A49673-2"
"A26710-0","A52371-0-0"
"A26832","A3785"
"A26832","A41911"
"A26832","A44573-0"
"A26832","A44994-2"
"A26891-0","A37707-0-2"
"A26891-0","A37707-0-3"
"A26891-0","A42586-0"
"A26891-0","A52236-0-0"
"A26891-0","A8015-2"
"A26935-0","A33901-1"
"A26935-0","A45085-1"
"A26935-0","A7305-0"
"A26948-0","A32130-0"
"A26948-0","A38707-0"
"A26948-0","A45976-0"
"A26948-0","A5152-0"
"A26978-0","A42727-1"
"A26978-0","A47311-0"
"A27008-1","A27017-1-2"
"A27008-1","A27922-0"
"A27008-1","A52271-0-0"
"A27008-1","A52373-0-0"
"A27009-Unknow4","A35671-0"
"A27009-Unknow4","A51340-2"
"A27009-Unknow4","A52271-0-0"
"A27010-2","A27047-5"
"A27010-2","A27925-18"
"A27010-2","A49682-0-1"
"A27010-2","A52253-16"
"A27010-2","A8006-2"
"A27012-15","A4976"
"A27012-15","A50950-16"
"A27012-15","A52252-28"
"A27012-15","A6716-0"
"A27013-2","A27025-0-0"
"A27013-2","A27464-95"
"A27013-2","A35143-2"
"A27013-2","A47332-0"
"A27013-2","A49673-2"
"A27013-2","A52382-16"
"A27014-4","A27047-0-0"
"A27014-4","A27462-2"
"A27014-4","A28270-0-2"
"A27014-4","A29233"
"A27014-4","A50948-23"
"A27014-4","A52237-7"
"A27014-4","A52281-3"
"A27014-4","A6744-1"
"A27014-4","A7042-0"
"A27015-7","A35953-1"
"A27015-7","A52253-16"
"A27015-7","A52253-20"
"A27015-7","A52370-0-2"
"A27015-7","A8039-0"
"A27017-1-2","A27022-1"
"A27017-1-2","A27922-0"
"A27017-1-2","A47332-0"
"A27017-1-2","A49673-2"
"A27017-1-2","A52345-0-3"
"A27017-1-2","A52370-0-2"
"A27017-1-2","A52373-0-0"
"A27017-1-2","A52373-3"
"A27017-11","A33553-0"
"A27017-11","A42739-0"
"A27017-11","A42871-1"
"A27017-11","A50943-8-2"
"A27017-14","A38942"
"A27017-Unknow1","A32311-1"
"A27017-Unknow1","A39308-1"
"A27017-Unknow1","A46131-1"
"A27017-Unknow1","A48191-1"
"A27020-1-1","A37707-0-2"
"A27020-1-1","A51788-1-0"
"A27020-1-1","A52241-1-1"
"A27020-1-1","A8006-6"
"A27020-1-1","A800"
"A27021-1","A27443-0-0"
"A27021-1","A27445-23"
"A27021-1","A51788-1-0"
"A27021-1","A51788-1-1"
"A27022-1","A27047-0-0"
"A27022-1","A27463-66"
"A27022-1","A28270-1"
"A27022-1","A35143-2"
"A27022-1","A47332-0"
"A27022-1","A49673-2"
"A27022-1","A49676-0-3"
"A27022-1","A50962-2"
"A27022-1","A52345-0-0"
"A27022-1","A52370-0-2"
"A27022-1","A52373-0-0"
"A27022-1","A52556-0"
"A27022-1","A6737-1"
"A27022-1","A52373-3"
"A27022-1","A52373-0-1"
"A27023-43","A47354-0"
"A27023-43","A51184-2"
"A27023-43","A8006-6"
"A27024-0","A49674-0-3"
"A27024-0","A51187-2"
"A27024-0","A51345-1"
"A27024-0","A52373-0-0"
"A27025-0-0","A27450-43"
"A27025-0-0","A46924-0"
"A27025-0-0","A49668-17"
"A27025-0-0","A51046-0"
"A27025-0-0","A51380-0"
"A27025-0-0","A52373-0-0"
"A27026-72","A27220-0-1"
"A27026-72","A52241-3-2"
"A27026-72","A52256-0-3"
"A27027-0-2","A27238-0-4"
"A27027-0-2","A37334-0"
"A27027-0-2","A40236-0"
"A27027-0-2","A46768-0"
"A27027-0-2","A52371-0-0"
"A27027-0-2","A52373-0-0"
"A27027-0-4","A27464-1"
"A27027-0-4","A30282-0"
"A27027-0-4","A31101-2"
"A27027-0-4","A42659"
"A27027-0-4","A45223-0"
"A27027-0-4","A45267-0"
"A27027-0-4","A50962-2"
"A27027-0-4","A52216"
"A27027-0-4","A52345-0-3"
"A27027-0-4","A52554-0"
"A27027-0-4","A8016-17"
"A27027-0-4","A8468-0"
"A27027-0-4","A9549-2"
"A27027-118","A27237-0"
"A27027-118","A36252-0"
"A27027-118","A39926"
"A27027-118","A42826-1"
"A27027-118","A52370-0-2"
"A27027-118","A52656"
"A27027-118","A52657"
"A27027-118","A8020-Unknow1"
"A27027-Unknow6","A27237-Unknow2"
"A27027-Unknow6","A42723-Unknow0"
"A27027-Unknow6","A52370-0-2"
"A27028-23","A30084-0"
"A27028-23","A6830"
"A27028-23","A8623-0"
"A27028-23","A9410"
"A27034-2","A27224-3"
"A27034-2","A28270-1"
"A27043","A29203-0"
"A27043","A34558"
"A27043","A46933-0"
"A27043","A49687-Unknow7"
"A27043","A52163-1"
"A27043","A5917"
"A27045-0","A27110-0"
"A27045-0","A28821-0"
"A27045-0","A35416-5"
"A27045-0","A42826-Unknow0"
"A27045-0","A43981-4"
"A27045-0","A45066-0"
"A27045-0","A51352-4"
"A27045-0","A51788-1-0"
"A27045-0","A52370-0-2"
"A27045-0","A7232-0"
"A27045-0","A8047-4-0"
"A27045-5","A31630"
"A27045-5","A35694-0"
"A27045-5","A4122-0"
"A27045-5","A8729-0"
"A27047-0-0","A27463-66"
"A27047-0-0","A28270-0-2"
"A27047-0-0","A40158-0"
"A27047-0-0","A46618-0"
"A27047-0-0","A47332-0"
"A27047-0-0","A49635-1"
"A27047-0-0","A49676-5-2"
"A27047-0-0","A49682-0-1"
